url,domain,title,content,description,author,date,language,content_type,word_count,headings,links_internal,links_external,image_count,schema_types,error
https://www.amazon.in/Marshall-Wireless-Playtime-Water-Resistant-Charging/dp/B0D1VH7WMX,www.amazon.in,,,,,,,,0,,0,0,0,,fetch_failed
