url,domain,title,content,description,author,date,language,content_type,word_count,headings,links_internal,links_external,image_count,schema_types,error
https://www.theverge.com/reviews/24424208/iphone-16-review,www.theverge.com,,,,,,,,0,,0,0,0,,fetch_failed
