url,domain,title,content,description,author,date,language,content_type,word_count,headings,links_internal,links_external,image_count,schema_types,error
https://store.steampowered.com/app/1091500/Cyberpunk_2077/,store.steampowered.com,,,,,,,,0,,0,0,0,,fetch_failed
